detector_type,descriptor_type,frame no,no_keypoints_frame,no_keypoints_roi,detector_time_ms,descriptor_time_ms,no_matched_points,matching_time_ms
SIFT,BRISK,7,1382,148,154.08042200,1.79339900,64,0.62597700
SIFT,BRISK,8,1463,159,157.35391400,1.90661600,67,0.67054900
SIFT,BRISK,9,1422,137,161.52061100,1.78179400,80,0.62368900

SIFT,BRIEF,0,1438,138,156.32086800,0.79239000,0,0.00000000
SIFT,BRIEF,1,1371,132,157.07986600,0.73487100,86,0.49973500
SIFT,BRIEF,2,1380,124,158.36387100,0.82075100,78,0.45092400
SIFT,BRIEF,3,1335,137,158.48942400,0.79589200,76,0.45533900
SIFT,BRIEF,4,1305,134,156.91978500,0.76768900,85,0.51042100
SIFT,BRIEF,5,1370,140,158.67402200,0.80815700,69,0.49583700
SIFT,BRIEF,6,1396,137,157.67047600,0.76816800,74,0.52480400
SIFT,BRIEF,7,1382,148,157.22240800,0.82658800,76,0.52539600
SIFT,BRIEF,8,1463,159,162.67469200,0.87283700,70,0.57507700
SIFT,BRIEF,9,1422,137,157.20864100,0.78470700,88,0.55976000

SIFT,ORB,0,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,1,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,2,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,3,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,4,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,5,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,6,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,7,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,8,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,ORB,9,0,0,0.00000000,0.00000000,0,0.00000000

SIFT,FREAK,0,1438,138,156.69244600,47.02678300,0,0.00000000
SIFT,FREAK,1,1371,132,155.86769200,47.01567300,65,0.54128100
SIFT,FREAK,2,1380,124,157.77840800,48.42376200,72,0.50231100
SIFT,FREAK,3,1335,137,159.61680300,47.20614100,64,0.52763200
SIFT,FREAK,4,1305,134,151.53584000,47.01109200,66,0.56187400
SIFT,FREAK,5,1370,140,156.99272800,46.95784900,59,0.51893100
SIFT,FREAK,6,1396,137,157.28128200,47.36921100,59,0.53925500
SIFT,FREAK,7,1382,148,157.39117400,47.45525100,64,0.58669800
SIFT,FREAK,8,1463,159,159.30811400,48.56177500,65,0.65794900
SIFT,FREAK,9,1422,137,156.96363200,46.68460800,79,0.61762100

SIFT,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000
SIFT,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000

SIFT,SIFT,0,1438,138,158.40104300,82.78186100,0,0.00000000
SIFT,SIFT,1,1371,132,115.87893100,76.68972600,82,0.81168400
SIFT,SIFT,2,1380,124,114.63175000,78.72427200,81,0.76178600
SIFT,SIFT,3,1335,137,116.21387000,75.89437700,85,0.76254100
SIFT,SIFT,4,1305,134,115.44159200,77.03882400,93,0.81187000
SIFT,SIFT,5,1370,140,113.92914900,77.35212600,90,0.81485600
SIFT,SIFT,6,1396,137,114.76945300,77.42687800,81,0.84956900
SIFT,SIFT,7,1382,148,113.26342800,76.59436000,82,0.85989700
SIFT,SIFT,8,1463,159,116.95229300,78.48956200,102,1.01275300
SIFT,SIFT,9,1422,137,171.32396100,120.67700500,104,0.98227400

